State,AdminRegion,Count_yr,SpeciesNumber,NumberByPartyHours,Year,ReportingCounts,ReportingObservers
TN,tennessee,52,25,0.0754,1951,3,40
TN,tennessee,53,20,0.0646,1952,2,30
TN,tennessee,54,63,0.1477,1953,3,36
TN,tennessee,55,17,0.042,1954,2,30
TN,tennessee,56,77,0.1589,1955,2,20
TN,tennessee,57,1,0.0031,1956,1,1
TN,tennessee,58,34,0.073,1957,4,32
TN,tennessee,59,14,0.0362,1958,3,21
TN,tennessee,60,9,0.0239,1959,3,31
TN,tennessee,61,6,0.0098,1960,3,33
TN,tennessee,62,68,0.1394,1961,8,25
TN,tennessee,63,20,0.0368,1962,4,28
TN,tennessee,64,170,0.3244,1963,8,29
TN,tennessee,65,18,0.0343,1964,3,36
TN,tennessee,66,190,0.2983,1965,7,33
TN,tennessee,67,14,0.0202,1966,3,29
TN,tennessee,68,16,0.0314,1967,3,25
TN,tennessee,69,68,0.1363,1968,8,31
TN,tennessee,70,161,0.2917,1969,12,23
TN,tennessee,71,20,0.038,1970,7,32
TN,tennessee,72,15,0.0224,1971,3,25
TN,tennessee,73,87,0.1048,1972,13,33
TN,tennessee,74,42,0.0543,1973,7,27
TN,tennessee,75,106,0.1232,1974,10,40
TN,tennessee,76,142,0.1602,1975,14,48
TN,tennessee,77,86,0.0877,1976,15,34
TN,tennessee,78,208,0.1889,1977,17,31
TN,tennessee,79,93,0.0987,1978,13,36
TN,tennessee,80,20,0.0204,1979,10,39
TN,tennessee,81,183,0.1741,1980,15,37
TN,tennessee,82,308,0.2828,1981,17,34
TN,tennessee,83,39,0.0346,1982,14,42
TN,tennessee,84,125,0.1227,1983,15,53
TN,tennessee,85,14,0.0122,1984,8,49
TN,tennessee,86,198,0.1713,1985,18,44
TN,tennessee,87,90,0.075,1986,16,39
TN,tennessee,88,104,0.0886,1987,13,40
TN,tennessee,89,17,0.0156,1988,7,22
TN,tennessee,90,46,0.0456,1989,14,35
TN,tennessee,91,56,0.0567,1990,14,46
TN,tennessee,92,67,0.0583,1991,14,32
TN,tennessee,93,7,0.0068,1992,5,26
TN,tennessee,94,250,0.2267,1993,20,47
TN,tennessee,95,27,0.0222,1994,8,38
TN,tennessee,96,120,0.1007,1995,16,41
TN,tennessee,97,24,0.0214,1996,6,26
TN,tennessee,98,160,0.1264,1997,21,34
TN,tennessee,99,48,0.041,1998,8,38
TN,tennessee,100,215,0.1643,1999,23,37
TN,tennessee,101,25,0.0224,2000,10,20
TN,tennessee,102,222,0.1633,2001,22,40
TN,tennessee,103,52,0.0384,2002,9,35
TN,tennessee,104,33,0.024,2003,6,21
TN,tennessee,105,101,0.0734,2004,18,43
TN,tennessee,106,34,0.0242,2005,13,26
TN,tennessee,107,116,0.0773,2006,11,20
TN,tennessee,108,142,0.0917,2007,23,43
TN,tennessee,109,102,0.0687,2008,18,36
TN,tennessee,110,38,0.0257,2009,16,41
TN,tennessee,111,79,0.0519,2010,20,40
TN,tennessee,112,50,0.0331,2011,11,37
TN,tennessee,113,97,0.0639,2012,21,47
TN,tennessee,114,17,0.0111,2013,13,47
TX,texas,4,1,0,1903,1,1
TX,texas,14,2,0,1913,1,1
TX,texas,27,3,0,1926,1,3
TX,texas,28,1,0,1927,1,2
TX,texas,42,12,0.3429,1941,3,20
TX,texas,50,11,0.0506,1949,2,17
TX,texas,51,1,0.0026,1950,1,8
TX,texas,53,2,0.0029,1952,1,36
TX,texas,54,6,0.008,1953,3,27
TX,texas,55,19,0.0321,1954,6,40
TX,texas,56,5,0.0079,1955,3,24
TX,texas,57,2,0.0024,1956,2,11
TX,texas,58,48,0.051,1957,9,17
TX,texas,59,6,0.0071,1958,5,40
TX,texas,60,10,0.0087,1959,4,20
TX,texas,61,12,0.0114,1960,3,22
TX,texas,62,58,0.0445,1961,14,49
TX,texas,63,4,0.0032,1962,4,38
TX,texas,64,16,0.0115,1963,6,43
TX,texas,65,1,0.0005,1964,1,78
TX,texas,66,110,0.0482,1965,19,50
TX,texas,67,18,0.0072,1966,6,69
TX,texas,68,2,0.0008,1967,2,35
TX,texas,69,5,0.0021,1968,4,45
TX,texas,70,32,0.0156,1969,13,53
TX,texas,71,7,0.0027,1970,3,15
TX,texas,72,10,0.0037,1971,5,87
TX,texas,73,15,0.0053,1972,12,44
TX,texas,74,7,0.002,1973,5,56
TX,texas,75,44,0.0125,1974,12,100
TX,texas,76,27,0.0072,1975,8,114
TX,texas,77,30,0.0074,1976,13,89
TX,texas,78,157,0.0369,1977,27,130
TX,texas,79,26,0.0055,1978,14,88
TX,texas,80,26,0.0053,1979,9,53
TX,texas,81,125,0.0251,1980,30,143
TX,texas,82,45,0.0093,1981,20,94
TX,texas,83,51,0.0089,1982,27,159
TX,texas,84,13,0.0028,1983,7,86
TX,texas,85,44,0.0079,1984,18,95
TX,texas,86,178,0.0346,1985,36,63
TX,texas,87,27,0.005,1986,8,73
TX,texas,88,11,0.002,1987,9,62
TX,texas,89,9,0.0015,1988,4,19
TX,texas,90,142,0.0278,1989,35,61
TX,texas,91,20,0.0035,1990,10,50
TX,texas,92,35,0.0058,1991,8,62
TX,texas,93,98,0.0154,1992,9,54
TX,texas,94,79,0.0127,1993,26,78
TX,texas,95,42,0.0069,1994,9,39
TX,texas,96,252,0.045,1995,47,86
TX,texas,97,124,0.0201,1996,27,126
TX,texas,98,170,0.0271,1997,37,101
TX,texas,99,20,0.0031,1998,13,101
TX,texas,100,70,0.0111,1999,36,103
TX,texas,101,42,0.0064,2000,17,109
TX,texas,102,60,0.0087,2001,29,102
TX,texas,103,50,0.0073,2002,19,47
TX,texas,104,13,0.0018,2003,9,64
TX,texas,105,93,0.0133,2004,28,99
TX,texas,106,23,0.0033,2005,13,56
TX,texas,107,11,0.0015,2006,10,53
TX,texas,108,348,0.049,2007,54,113
TX,texas,109,13,0.0018,2008,10,93
TX,texas,110,18,0.0024,2009,6,33
TX,texas,111,61,0.0076,2010,27,63
TX,texas,112,6,0.0008,2011,5,27
TX,texas,113,466,0.0601,2012,71,119
TX,texas,114,26,0.0033,2013,16,129
UT,utah,39,1,0,1938,1,26
UT,utah,42,1,0.0424,1941,1,23
UT,utah,53,1,0.0556,1952,1,39
UT,utah,54,1,0.0083,1953,1,32
UT,utah,55,1,0.0392,1954,1,34
UT,utah,56,2,0.1111,1955,1,34
UT,utah,63,2,0.02,1962,1,14
UT,utah,64,34,0.1965,1963,3,10
UT,utah,66,1,0.0041,1965,1,5
UT,utah,67,2,0.009,1966,1,12
UT,utah,70,16,0.0737,1969,3,10
UT,utah,73,8,0.0385,1972,3,20
UT,utah,74,18,0.075,1973,3,17
UT,utah,75,0,0,1974,1,16
UT,utah,76,6,0.0284,1975,2,21
UT,utah,77,17,0.0478,1976,3,41
UT,utah,78,11,0.0317,1977,2,35
UT,utah,79,8,0.0173,1978,4,60
UT,utah,80,4,0.008,1979,4,43
UT,utah,81,16,0.0266,1980,2,42
UT,utah,82,18,0.0333,1981,5,47
UT,utah,83,17,0.0296,1982,3,79
UT,utah,84,58,0.0838,1983,6,66
UT,utah,85,90,0.1576,1984,5,54
UT,utah,86,15,0.0267,1985,5,82
UT,utah,87,36,0.0497,1986,6,59
UT,utah,88,116,0.1734,1987,4,78
UT,utah,89,7,0.0092,1988,4,65
UT,utah,90,100,0.1155,1989,4,59
UT,utah,91,41,0.0547,1990,5,61
UT,utah,92,20,0.0223,1991,5,72
UT,utah,93,39,0.0495,1992,5,52
UT,utah,94,67,0.0795,1993,6,55
UT,utah,95,88,0.1161,1994,5,54
UT,utah,96,71,0.0947,1995,5,49
UT,utah,97,45,0.0504,1996,9,57
UT,utah,98,16,0.0169,1997,5,65
UT,utah,99,33,0.0331,1998,7,66
UT,utah,100,6,0.006,1999,3,66
UT,utah,101,41,0.0383,2000,7,62
UT,utah,102,16,0.016,2001,5,60
UT,utah,103,43,0.0425,2002,6,68
UT,utah,104,42,0.036,2003,3,62
UT,utah,105,118,0.0884,2004,12,60
UT,utah,106,12,0.0075,2005,2,37
UT,utah,107,74,0.0465,2006,8,68
UT,utah,108,88,0.0573,2007,9,79
UT,utah,109,29,0.0214,2008,6,78
UT,utah,110,122,0.0811,2009,7,80
UT,utah,111,26,0.022,2010,5,82
UT,utah,112,99,0.0724,2011,8,85
UT,utah,113,82,0.0673,2012,14,101
UT,utah,114,56,0.043,2013,9,128
VA,virginia,13,8,0,1912,2,2
VA,virginia,14,2,0,1913,1,1
VA,virginia,17,52,0,1916,2,5
VA,virginia,19,10,0,1918,1,3
VA,virginia,24,1,0,1923,1,3
VA,virginia,30,6,0,1929,1,3
VA,virginia,32,8,0,1931,2,1
VA,virginia,34,14,0,1933,2,4
VA,virginia,36,8,0,1935,2,2
VA,virginia,37,6,0,1936,1,1
VA,virginia,38,13,0,1937,3,5
VA,virginia,40,28,1.1915,1939,4,8
VA,virginia,41,16,0.2377,1940,3,12
VA,virginia,42,49,0.8059,1941,4,9
VA,virginia,43,10,0.5263,1942,2,5
VA,virginia,44,59,1,1943,3,7
VA,virginia,46,20,0.3306,1945,1,4
VA,virginia,47,59,0.3172,1946,5,4
VA,virginia,48,16,0.1435,1947,3,5
VA,virginia,49,19,0.1434,1948,7,6
VA,virginia,50,54,0.3418,1949,10,10
VA,virginia,51,4,0.0196,1950,2,2
VA,virginia,52,66,0.2775,1951,11,12
VA,virginia,53,41,0.1283,1952,4,20
VA,virginia,54,114,0.2282,1953,6,24
VA,virginia,55,99,0.1502,1954,11,24
VA,virginia,56,66,0.1132,1955,9,20
VA,virginia,57,2,0.004,1956,1,2
VA,virginia,58,110,0.1703,1957,13,27
VA,virginia,59,3,0.0056,1958,3,13
VA,virginia,60,37,0.0543,1959,9,39
VA,virginia,61,2,0.0029,1960,2,6
VA,virginia,62,177,0.2755,1961,14,24
VA,virginia,63,2,0.0031,1962,2,26
VA,virginia,64,295,0.4326,1963,13,23
VA,virginia,65,12,0.0144,1964,6,39
VA,virginia,66,205,0.2314,1965,14,31
VA,virginia,67,41,0.0393,1966,10,38
VA,virginia,68,5,0.0051,1967,3,25
VA,virginia,69,164,0.165,1968,15,27
VA,virginia,70,307,0.2864,1969,20,37
VA,virginia,71,39,0.0282,1970,11,39
VA,virginia,72,112,0.0688,1971,18,45
VA,virginia,73,148,0.094,1972,20,53
VA,virginia,74,71,0.0367,1973,17,57
VA,virginia,75,150,0.0637,1974,23,59
VA,virginia,76,1135,0.4013,1975,32,66
VA,virginia,77,268,0.1021,1976,27,55
VA,virginia,78,985,0.3279,1977,33,58
VA,virginia,79,223,0.0699,1978,29,55
VA,virginia,80,77,0.0239,1979,22,77
VA,virginia,81,512,0.1608,1980,29,59
VA,virginia,82,977,0.3215,1981,37,50
VA,virginia,83,116,0.0385,1982,27,52
VA,virginia,84,574,0.1906,1983,36,70
VA,virginia,85,20,0.0067,1984,14,61
VA,virginia,86,285,0.0933,1985,32,55
VA,virginia,87,696,0.2246,1986,30,90
VA,virginia,88,178,0.0524,1987,29,76
VA,virginia,89,57,0.0178,1988,24,90
VA,virginia,90,291,0.0919,1989,33,62
VA,virginia,91,113,0.0347,1990,27,78
VA,virginia,92,133,0.041,1991,24,89
VA,virginia,93,64,0.0188,1992,20,96
VA,virginia,94,388,0.1197,1993,37,83
VA,virginia,95,45,0.0132,1994,18,96
VA,virginia,96,390,0.1302,1995,34,111
VA,virginia,97,45,0.0146,1996,17,165
VA,virginia,98,197,0.0632,1997,33,133
VA,virginia,99,33,0.0109,1998,12,108
VA,virginia,100,386,0.1093,1999,36,134
VA,virginia,101,35,0.0106,2000,15,167
VA,virginia,102,254,0.0677,2001,32,170
VA,virginia,103,19,0.0056,2002,10,152
VA,virginia,104,70,0.0222,2003,17,206
VA,virginia,105,189,0.0574,2004,26,177
VA,virginia,106,229,0.0713,2005,28,168
VA,virginia,107,41,0.0125,2006,17,75
VA,virginia,108,427,0.1257,2007,37,155
VA,virginia,109,95,0.0244,2008,18,167
VA,virginia,110,42,0.0145,2009,18,153
VA,virginia,111,332,0.0921,2010,37,166
VA,virginia,112,30,0.0075,2011,16,139
VA,virginia,113,674,0.17,2012,45,156
VA,virginia,114,34,0.0092,2013,13,161
VT,vermont,4,1,0,1903,1,1
VT,vermont,5,18,0,1904,2,1
VT,vermont,6,2,0,1905,1,1
VT,vermont,7,2,0,1906,1,1
VT,vermont,9,1,0,1908,1,1
VT,vermont,11,2,0,1910,1,1
VT,vermont,12,9,0,1911,3,2
VT,vermont,14,1,0,1913,1,1
VT,vermont,15,2,0,1914,1,2
VT,vermont,16,2,0,1915,1,2
VT,vermont,17,2,0,1916,1,1
VT,vermont,20,1,0,1919,1,2
VT,vermont,23,6,0.4615,1922,2,3
VT,vermont,25,2,0,1924,2,2
VT,vermont,27,0,0,1926,1,2
VT,vermont,29,1,0,1928,1,1
VT,vermont,30,37,0,1929,2,2
VT,vermont,31,1,0,1930,1,4
VT,vermont,33,4,0,1932,1,1
VT,vermont,34,1,0,1933,1,1
VT,vermont,35,3,0,1934,1,1
VT,vermont,37,2,0,1936,1,2
VT,vermont,38,2,0,1937,1,4
VT,vermont,39,8,0.2963,1938,2,1
VT,vermont,40,2,0.2857,1939,1,1
VT,vermont,41,7,0.2593,1940,3,3
VT,vermont,43,7,0.3333,1942,1,2
VT,vermont,44,2,0.05,1943,2,4
VT,vermont,45,4,0.1379,1944,1,2
VT,vermont,46,2,0.2857,1945,1,2
VT,vermont,47,3,0,1946,1,1
VT,vermont,48,1,0.069,1947,1,1
VT,vermont,49,1,0.1333,1948,1,1
VT,vermont,50,5,0.7143,1949,3,4
VT,vermont,51,0,0,1950,1,1
VT,vermont,52,4,0.05,1951,2,31
VT,vermont,53,20,0.2778,1952,1,4
VT,vermont,54,3,0.0319,1953,1,4
VT,vermont,55,2,0.0132,1954,2,18
VT,vermont,56,5,0.102,1955,2,7
VT,vermont,57,5,0.0485,1956,2,4
VT,vermont,58,3,0.0339,1957,2,11
VT,vermont,59,7,0.1591,1958,2,5
VT,vermont,60,9,0.1406,1959,3,6
VT,vermont,61,12,0.098,1960,3,9
VT,vermont,62,7,0.0456,1961,3,17
VT,vermont,63,20,0.119,1962,4,16
VT,vermont,64,41,0.1376,1963,7,25
VT,vermont,65,26,0.0919,1964,5,31
VT,vermont,66,29,0.112,1965,6,32
VT,vermont,67,37,0.1355,1966,6,35
VT,vermont,68,95,0.3135,1967,6,30
VT,vermont,69,30,0.1014,1968,8,29
VT,vermont,70,54,0.2053,1969,6,18
VT,vermont,71,42,0.1609,1970,7,20
VT,vermont,72,48,0.1627,1971,7,18
VT,vermont,73,50,0.2016,1972,7,20
VT,vermont,74,92,0.2738,1973,7,31
VT,vermont,75,378,0.7675,1974,10,46
VT,vermont,76,58,0.1186,1975,11,53
VT,vermont,77,556,0.901,1976,11,51
VT,vermont,78,102,0.1491,1977,11,51
VT,vermont,79,127,0.173,1978,12,44
VT,vermont,80,759,0.8535,1979,12,49
VT,vermont,81,191,0.2626,1980,12,52
VT,vermont,82,186,0.2623,1981,11,56
VT,vermont,83,362,0.4601,1982,12,45
VT,vermont,84,164,0.1907,1983,13,53
VT,vermont,85,263,0.3223,1984,11,49
VT,vermont,86,246,0.3377,1985,13,45
VT,vermont,87,141,0.1854,1986,12,42
VT,vermont,88,321,0.4357,1987,11,36
VT,vermont,89,355,0.4458,1988,12,33
VT,vermont,90,470,0.5876,1989,14,36
VT,vermont,91,200,0.2333,1990,14,33
VT,vermont,92,711,0.73,1991,15,33
VT,vermont,93,338,0.4018,1992,15,32
VT,vermont,94,499,0.5895,1993,14,28
VT,vermont,95,620,0.6407,1994,15,39
VT,vermont,96,342,0.3653,1995,15,38
VT,vermont,97,382,0.405,1996,14,38
VT,vermont,98,761,0.7147,1997,16,39
VT,vermont,99,483,0.4613,1998,17,41
VT,vermont,100,256,0.246,1999,16,44
VT,vermont,101,395,0.409,2000,16,36
VT,vermont,102,305,0.2931,2001,16,42
VT,vermont,103,252,0.2406,2002,15,33
VT,vermont,104,316,0.3236,2003,15,38
VT,vermont,105,477,0.4396,2004,16,35
VT,vermont,106,580,0.4539,2005,16,42
VT,vermont,107,435,0.3544,2006,17,40
VT,vermont,108,198,0.1601,2007,17,38
VT,vermont,109,286,0.2336,2008,18,60
VT,vermont,110,320,0.2486,2009,17,56
VT,vermont,111,275,0.21,2010,18,48
VT,vermont,112,286,0.2455,2011,17,57
VT,vermont,113,296,0.1993,2012,18,64
VT,vermont,114,204,0.1671,2013,17,55
WA,washington,18,4,0,1917,1,3
WA,washington,20,6,0,1919,2,20
WA,washington,22,13,0.8667,1921,2,2
WA,washington,23,1,0,1922,1,1
WA,washington,25,1,0,1924,1,1
WA,washington,26,4,0,1925,1,18
WA,washington,28,1,0,1927,1,16
WA,washington,29,1,0,1928,1,13
WA,washington,31,8,0,1930,1,15
WA,washington,32,7,0,1931,1,13
WA,washington,33,38,0,1932,2,34
WA,washington,35,51,0,1934,2,20
WA,washington,36,34,0,1935,2,32
WA,washington,37,4,0,1936,1,1
WA,washington,38,51,0,1937,2,15
WA,washington,39,49,0.6622,1938,2,21
WA,washington,40,58,0.6988,1939,3,17
WA,washington,41,76,1.0093,1940,2,20
WA,washington,42,46,0.5823,1941,2,21
WA,washington,43,27,0.931,1942,1,11
WA,washington,44,12,1.9048,1943,1,15
WA,washington,45,69,3.0263,1944,2,9
WA,washington,46,16,0,1945,1,15
WA,washington,47,8,0,1946,1,22
WA,washington,48,5,0,1947,2,29
WA,washington,49,4,0,1948,1,19
WA,washington,50,39,0,1949,1,23
WA,washington,51,26,0,1950,1,24
WA,washington,52,58,0.5119,1951,3,51
WA,washington,53,52,0.4664,1952,4,50
WA,washington,54,136,0,1953,1,32
WA,washington,55,134,5.1538,1954,3,37
WA,washington,56,26,0.2826,1955,3,37
WA,washington,57,86,0.3105,1956,4,40
WA,washington,58,91,0.2926,1957,5,31
WA,washington,59,110,0.5759,1958,2,24
WA,washington,60,149,1.419,1959,4,28
WA,washington,61,49,0.1853,1960,5,42
WA,washington,62,37,0.1355,1961,4,48
WA,washington,63,647,2.5373,1962,5,43
WA,washington,64,66,0.287,1963,3,33
WA,washington,65,83,0.3705,1964,2,43
WA,washington,66,198,0.8148,1965,2,40
WA,washington,67,39,0.1585,1966,3,45
WA,washington,68,106,0.3475,1967,3,37
WA,washington,69,85,0.34,1968,3,34
WA,washington,70,38,0.0795,1969,5,48
WA,washington,71,121,0.2208,1970,3,40
WA,washington,72,142,0.2591,1971,4,60
WA,washington,73,217,0.3205,1972,5,65
WA,washington,74,136,0.1386,1973,10,80
WA,washington,75,95,0.0864,1974,9,94
WA,washington,76,193,0.163,1975,9,95
WA,washington,77,234,0.197,1976,9,100
WA,washington,78,263,0.2244,1977,11,91
WA,washington,79,175,0.1334,1978,11,75
WA,washington,80,301,0.2151,1979,15,73
WA,washington,81,612,0.3824,1980,14,83
WA,washington,82,975,0.6583,1981,15,79
WA,washington,83,368,0.1837,1982,15,94
WA,washington,84,459,0.2687,1983,18,110
WA,washington,85,222,0.1301,1984,19,85
WA,washington,86,377,0.1828,1985,18,79
WA,washington,87,622,0.3066,1986,21,75
WA,washington,88,488,0.188,1987,23,90
WA,washington,89,888,0.3618,1988,24,63
WA,washington,90,760,0.3158,1989,25,87
WA,washington,91,381,0.1945,1990,19,65
WA,washington,92,650,0.2536,1991,22,74
WA,washington,93,618,0.2471,1992,28,63
WA,washington,94,769,0.2834,1993,25,115
WA,washington,95,688,0.2687,1994,24,85
WA,washington,96,985,0.3318,1995,25,87
WA,washington,97,705,0.2477,1996,30,75
WA,washington,98,840,0.2626,1997,31,92
WA,washington,99,687,0.2193,1998,34,134
WA,washington,100,1101,0.309,1999,36,93
WA,washington,101,969,0.2752,2000,34,110
WA,washington,102,1727,0.5082,2001,36,123
WA,washington,103,1280,0.3556,2002,38,163
WA,washington,104,1278,0.3915,2003,34,113
WA,washington,105,1795,0.469,2004,41,161
WA,washington,106,1294,0.3349,2005,36,186
WA,washington,107,1967,0.5352,2006,40,178
WA,washington,108,1534,0.3925,2007,42,203
WA,washington,109,1518,0.4344,2008,38,141
WA,washington,110,1839,0.5481,2009,36,183
WA,washington,111,2055,0.5743,2010,42,164
WA,washington,112,1822,0.4866,2011,37,181
WA,washington,113,2338,0.6525,2012,41,182
WA,washington,114,1633,0.3958,2013,38,190
WI,wisconsin,7,1,0,1906,1,3
WI,wisconsin,8,1,0,1907,1,3
WI,wisconsin,9,6,0,1908,3,3
WI,wisconsin,11,3,0,1910,2,4
WI,wisconsin,12,2,0,1911,2,1
WI,wisconsin,13,18,0,1912,6,3
WI,wisconsin,17,2,0,1916,2,4
WI,wisconsin,18,1,0,1917,1,4
WI,wisconsin,19,1,0,1918,1,2
WI,wisconsin,24,2,0,1923,1,2
WI,wisconsin,25,2,0,1924,1,3
WI,wisconsin,31,2,0,1930,1,1
WI,wisconsin,36,1,0,1935,1,10
WI,wisconsin,37,1,0,1936,1,4
WI,wisconsin,38,1,0,1937,1,1
WI,wisconsin,39,3,0.0513,1938,3,15
WI,wisconsin,40,4,0.0686,1939,2,4
WI,wisconsin,41,5,0.0413,1940,2,20
WI,wisconsin,42,3,0.0254,1941,2,17
WI,wisconsin,44,2,0.0519,1943,2,15
WI,wisconsin,47,2,0.0267,1946,2,18
WI,wisconsin,48,2,0.0237,1947,2,21
WI,wisconsin,49,1,0.0111,1948,1,18
WI,wisconsin,50,4,0.065,1949,3,17
WI,wisconsin,51,3,0.0137,1950,2,15
WI,wisconsin,52,33,0.156,1951,6,31
WI,wisconsin,53,5,0.0206,1952,2,25
WI,wisconsin,54,18,0.0395,1953,7,31
WI,wisconsin,55,48,0.0981,1954,11,30
WI,wisconsin,56,24,0.0569,1955,13,35
WI,wisconsin,57,10,0.0164,1956,5,33
WI,wisconsin,58,147,0.2458,1957,19,37
WI,wisconsin,59,40,0.0874,1958,9,39
WI,wisconsin,60,30,0.0667,1959,9,29
WI,wisconsin,61,36,0.0623,1960,5,21
WI,wisconsin,62,74,0.0903,1961,24,29
WI,wisconsin,63,141,0.1486,1962,18,33
WI,wisconsin,64,90,0.0824,1963,26,55
WI,wisconsin,65,84,0.07,1964,18,28
WI,wisconsin,66,156,0.0968,1965,37,40
WI,wisconsin,67,99,0.0876,1966,25,46
WI,wisconsin,68,51,0.0332,1967,11,42
WI,wisconsin,69,155,0.1319,1968,32,37
WI,wisconsin,70,732,0.5128,1969,45,27
WI,wisconsin,71,59,0.0511,1970,22,39
WI,wisconsin,72,156,0.088,1971,26,43
WI,wisconsin,73,227,0.1374,1972,39,65
WI,wisconsin,74,110,0.0632,1973,37,45
WI,wisconsin,75,307,0.1428,1974,38,64
WI,wisconsin,76,186,0.0848,1975,40,66
WI,wisconsin,77,226,0.1015,1976,37,68
WI,wisconsin,78,466,0.2084,1977,52,59
WI,wisconsin,79,239,0.107,1978,43,60
WI,wisconsin,80,160,0.0674,1979,34,61
WI,wisconsin,81,545,0.22,1980,52,62
WI,wisconsin,82,497,0.1936,1981,56,72
WI,wisconsin,83,623,0.232,1982,66,65
WI,wisconsin,84,577,0.235,1983,62,68
WI,wisconsin,85,433,0.1519,1984,49,85
WI,wisconsin,86,405,0.1551,1985,58,74
WI,wisconsin,87,762,0.2943,1986,61,53
WI,wisconsin,88,449,0.172,1987,59,64
WI,wisconsin,89,464,0.1599,1988,57,64
WI,wisconsin,90,2062,0.7458,1989,70,65
WI,wisconsin,91,507,0.1978,1990,61,61
WI,wisconsin,92,873,0.2937,1991,58,64
WI,wisconsin,93,996,0.2952,1992,68,87
WI,wisconsin,94,1097,0.3241,1993,72,81
WI,wisconsin,95,1193,0.3408,1994,65,80
WI,wisconsin,96,1972,0.5709,1995,79,81
WI,wisconsin,97,905,0.2867,1996,63,78
WI,wisconsin,98,1329,0.3857,1997,80,78
WI,wisconsin,99,790,0.1214,1998,76,86
WI,wisconsin,100,1071,0.291,1999,79,81
WI,wisconsin,101,915,0.2677,2000,76,77
WI,wisconsin,102,1078,0.2599,2001,85,79
WI,wisconsin,103,748,0.1775,2002,63,83
WI,wisconsin,104,1288,0.3178,2003,86,74
WI,wisconsin,105,1540,0.3712,2004,91,83
WI,wisconsin,106,1708,0.4051,2005,82,71
WI,wisconsin,107,2962,0.6549,2006,91,72
WI,wisconsin,108,1957,0.4277,2007,95,86
WI,wisconsin,109,1499,0.3654,2008,88,105
WI,wisconsin,110,1690,0.4012,2009,92,115
WI,wisconsin,111,1554,0.366,2010,89,99
WI,wisconsin,112,1246,0.2959,2011,85,97
WI,wisconsin,113,1592,0.327,2012,110,101
WI,wisconsin,114,1467,0.3323,2013,100,118
WV,west virginia,13,1,0,1912,1,2
WV,west virginia,16,2,0,1915,1,4
WV,west virginia,17,3,0,1916,1,2
WV,west virginia,34,3,0,1933,1,3
WV,west virginia,38,6,0,1937,1,3
WV,west virginia,40,1,0.0488,1939,1,1
WV,west virginia,42,4,0.1379,1941,1,2
WV,west virginia,44,10,0.2941,1943,1,2
WV,west virginia,46,15,0.2174,1945,1,2
WV,west virginia,47,2,0.0526,1946,1,10
WV,west virginia,49,2,0.0106,1948,1,34
WV,west virginia,50,42,0.1743,1949,6,26
WV,west virginia,52,15,0.0815,1951,3,29
WV,west virginia,53,7,0.0387,1952,1,31
WV,west virginia,54,2,0.0059,1953,1,26
WV,west virginia,55,28,0.0696,1954,5,33
WV,west virginia,56,5,0.0292,1955,2,26
WV,west virginia,57,1,0.0089,1956,1,8
WV,west virginia,58,3,0.023,1957,2,12
WV,west virginia,60,4,0.0195,1959,2,22
WV,west virginia,62,18,0.1237,1961,3,13
WV,west virginia,63,2,0.0121,1962,1,12
WV,west virginia,64,85,0.3917,1963,4,24
WV,west virginia,65,5,0.037,1964,2,22
WV,west virginia,66,61,0.244,1965,4,24
WV,west virginia,67,10,0.0422,1966,2,25
WV,west virginia,68,4,0.0219,1967,1,15
WV,west virginia,69,43,0.2129,1968,5,17
WV,west virginia,70,54,0.27,1969,5,15
WV,west virginia,71,15,0.0554,1970,5,21
WV,west virginia,72,20,0.0692,1971,5,23
WV,west virginia,73,41,0.0917,1972,7,24
WV,west virginia,74,14,0.0513,1973,4,27
WV,west virginia,75,12,0.0302,1974,6,29
WV,west virginia,76,57,0.1497,1975,8,20
WV,west virginia,77,64,0.1522,1976,6,26
WV,west virginia,78,56,0.1191,1977,7,29
WV,west virginia,79,24,0.057,1978,6,31
WV,west virginia,80,6,0.0119,1979,5,32
WV,west virginia,81,53,0.0812,1980,9,49
WV,west virginia,82,67,0.0949,1981,10,50
WV,west virginia,83,11,0.0165,1982,6,37
WV,west virginia,84,61,0.0987,1983,10,47
WV,west virginia,85,6,0.0089,1984,4,41
WV,west virginia,86,52,0.0764,1985,12,40
WV,west virginia,87,78,0.1031,1986,11,39
WV,west virginia,88,28,0.048,1987,7,32
WV,west virginia,89,16,0.0295,1988,7,37
WV,west virginia,90,56,0.0903,1989,10,42
WV,west virginia,91,4,0.0063,1990,3,32
WV,west virginia,92,12,0.0191,1991,6,37
WV,west virginia,93,14,0.0211,1992,5,32
WV,west virginia,94,47,0.0657,1993,12,40
WV,west virginia,95,5,0.007,1994,3,40
WV,west virginia,96,50,0.0696,1995,13,30
WV,west virginia,97,7,0.0099,1996,1,25
WV,west virginia,98,74,0.0993,1997,10,38
WV,west virginia,99,16,0.0247,1998,8,28
WV,west virginia,100,49,0.062,1999,12,37
WV,west virginia,101,24,0.0352,2000,7,40
WV,west virginia,102,81,0.1073,2001,14,34
WV,west virginia,103,3,0.0044,2002,3,40
WV,west virginia,104,15,0.0221,2003,6,41
WV,west virginia,105,34,0.0542,2004,12,33
WV,west virginia,106,89,0.1261,2005,12,30
WV,west virginia,107,30,0.0416,2006,5,31
WV,west virginia,108,91,0.1111,2007,16,28
